IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
150.230.200.210,8080,8080,false,HKG,Asia Pacific,Hong Kong,138,10.78
150.230.221.114,80,80,false,HKG,Asia Pacific,Hong Kong,140,10.77
158.101.94.15,8880,8880,false,NRT,Asia Pacific,Tokyo,78,10.77
150.230.202.232,8443,8443,true,NRT,Asia Pacific,Tokyo,73,10.76
150.230.216.34,2095,2095,false,HKG,Asia Pacific,Hong Kong,146,10.75
150.230.196.73,8880,8880,false,HKG,Asia Pacific,Hong Kong,189,10.74
150.230.199.118,8080,8080,false,HKG,Asia Pacific,Hong Kong,142,10.74
131.186.43.107,8080,8080,false,NRT,Asia Pacific,Tokyo,128,10.74
143.47.239.85,443,443,true,FRA,Europe,Frankfurt,195,10.74
141.148.244.187,443,443,true,FRA,Europe,Frankfurt,172,10.74
168.138.208.164,2053,2053,true,LAX,North America,Los Angeles,269,10.73
168.138.212.175,2083,2083,true,HKG,Asia Pacific,Hong Kong,215,10.72
158.101.154.70,2053,2053,true,HKG,Asia Pacific,Hong Kong,139,10.72
132.226.6.5,2087,2087,true,HKG,Asia Pacific,Hong Kong,196,10.72
140.238.39.33,2086,2086,false,HKG,Asia Pacific,Hong Kong,189,10.70
132.145.126.204,2086,2086,false,NRT,Asia Pacific,Tokyo,81,10.70
132.145.124.198,80,80,false,LAX,North America,Los Angeles,238,10.69
138.3.217.39,80,80,false,SIN,Asia Pacific,Singapore,192,10.69
89.168.76.95,443,443,true,FRA,Europe,Frankfurt,165,10.69
141.147.114.14,443,443,true,FRA,Europe,Frankfurt,174,10.69
138.2.12.32,2083,2083,true,LAX,North America,Los Angeles,186,10.69
131.186.39.42,2082,2082,false,NRT,Asia Pacific,Tokyo,129,10.69
151.145.69.105,2096,2096,true,HKG,Asia Pacific,Hong Kong,198,10.68
138.3.222.204,2096,2096,true,HKG,Asia Pacific,Hong Kong,233,10.68
158.101.148.221,2095,2095,false,HKG,Asia Pacific,Hong Kong,181,10.67
131.186.40.31,2052,2052,false,HKG,Asia Pacific,Hong Kong,132,10.67
150.230.107.197,2095,2095,false,SIN,Asia Pacific,Singapore,210,10.66
132.145.121.123,8080,8080,false,HKG,Asia Pacific,Hong Kong,140,10.65
168.138.217.146,2052,2052,false,SIN,Asia Pacific,Singapore,201,10.65
138.3.222.204,8443,8443,true,SIN,Asia Pacific,Singapore,202,10.65
132.145.123.238,8880,8880,false,HKG,Asia Pacific,Hong Kong,195,10.64
158.101.144.189,2096,2096,true,NRT,Asia Pacific,Tokyo,93,10.64
132.145.113.148,8080,8080,false,HKG,Asia Pacific,Hong Kong,139,10.64
132.145.127.51,2095,2095,false,HKG,Asia Pacific,Hong Kong,142,10.63
138.3.215.11,2096,2096,true,HKG,Asia Pacific,Hong Kong,144,10.63
151.145.71.127,8443,8443,true,HKG,Asia Pacific,Hong Kong,186,10.63
138.3.222.204,2053,2053,true,SIN,Asia Pacific,Singapore,193,10.62
158.101.149.122,8080,8080,false,HKG,Asia Pacific,Hong Kong,192,10.62
132.145.123.238,2052,2052,false,NRT,Asia Pacific,Tokyo,119,10.60
158.101.81.4,2052,2052,false,LAX,North America,Los Angeles,184,10.58
138.2.19.122,2082,2082,false,HKG,Asia Pacific,Hong Kong,192,10.56
168.138.211.131,2053,2053,true,LAX,North America,Los Angeles,234,10.55
131.186.62.26,2052,2052,false,SIN,Asia Pacific,Singapore,205,10.55
168.138.206.109,2096,2096,true,NRT,Asia Pacific,Tokyo,170,10.55
168.138.198.202,2083,2083,true,NRT,Asia Pacific,Tokyo,169,10.55
150.230.197.156,2082,2082,false,NRT,Asia Pacific,Tokyo,77,10.55
150.230.196.73,2082,2082,false,HKG,Asia Pacific,Hong Kong,143,10.54
151.145.65.8,8443,8443,true,NRT,Asia Pacific,Tokyo,121,10.54
140.83.38.243,8443,8443,true,HKG,Asia Pacific,Hong Kong,140,10.52
158.101.140.255,2095,2095,false,LAX,North America,Los Angeles,182,10.52
138.2.25.122,2087,2087,true,NRT,Asia Pacific,Tokyo,81,10.52
138.3.210.114,2053,2053,true,HKG,Asia Pacific,Hong Kong,156,10.51
131.186.59.94,80,80,false,LAX,North America,Los Angeles,245,10.51
158.101.206.5,443,443,true,FRA,Europe,Frankfurt,158,10.50
150.230.208.113,2082,2082,false,HKG,Asia Pacific,Hong Kong,193,10.49
150.230.99.173,8080,8080,false,LAX,North America,Los Angeles,183,10.49
141.147.191.211,2087,2087,true,SIN,Asia Pacific,Singapore,201,10.48
150.230.212.9,2096,2096,true,NRT,Asia Pacific,Tokyo,75,10.48
141.147.30.219,443,443,true,FRA,Europe,Frankfurt,234,10.48
168.138.205.38,80,80,false,SIN,Asia Pacific,Singapore,151,10.47
168.138.200.155,8443,8443,true,HKG,Asia Pacific,Hong Kong,238,10.47
131.186.47.223,2052,2052,false,SIN,Asia Pacific,Singapore,155,10.47
141.147.167.40,2083,2083,true,NRT,Asia Pacific,Tokyo,78,10.47
143.47.189.4,443,443,true,FRA,Europe,Frankfurt,160,10.45
141.147.181.148,2083,2083,true,LAX,North America,Los Angeles,278,10.44
158.101.148.221,2087,2087,true,HKG,Asia Pacific,Hong Kong,200,10.43
132.145.123.159,2053,2053,true,NRT,Asia Pacific,Tokyo,135,10.42
141.147.186.210,2087,2087,true,HKG,Asia Pacific,Hong Kong,149,10.41
138.3.212.162,8880,8880,false,SIN,Asia Pacific,Singapore,145,10.40
84.235.174.210,443,443,true,FRA,Europe,Frankfurt,196,10.40
150.230.208.113,2095,2095,false,HKG,Asia Pacific,Hong Kong,193,10.39
168.138.211.131,8080,8080,false,LAX,North America,Los Angeles,198,10.39
143.47.178.110,443,443,true,FRA,Europe,Frankfurt,165,10.38
132.145.113.148,2086,2086,false,HKG,Asia Pacific,Hong Kong,140,10.37
150.230.201.39,2086,2086,false,NRT,Asia Pacific,Tokyo,128,10.37
150.230.201.39,80,80,false,NRT,Asia Pacific,Tokyo,76,10.37
138.2.6.15,2095,2095,false,HKG,Asia Pacific,Hong Kong,142,10.36
143.47.183.20,443,443,true,FRA,Europe,Frankfurt,182,10.35
168.138.202.169,2082,2082,false,NRT,Asia Pacific,Tokyo,73,10.34
89.168.126.99,443,443,true,FRA,Europe,Frankfurt,215,10.32
140.238.33.94,2096,2096,true,NRT,Asia Pacific,Tokyo,153,10.32
140.238.44.118,2053,2053,true,LAX,North America,Los Angeles,183,10.31
132.145.123.238,8443,8443,true,LAX,North America,Los Angeles,184,10.31
141.147.178.135,2087,2087,true,HKG,Asia Pacific,Hong Kong,133,10.30
158.101.90.190,2086,2086,false,NRT,Asia Pacific,Tokyo,128,10.30
132.145.127.21,2095,2095,false,NRT,Asia Pacific,Tokyo,76,10.30
132.145.127.51,2082,2082,false,HKG,Asia Pacific,Hong Kong,143,10.30
168.138.206.109,2053,2053,true,NRT,Asia Pacific,Tokyo,102,10.28
150.230.201.162,8880,8880,false,SIN,Asia Pacific,Singapore,156,10.28
158.101.144.189,2083,2083,true,NRT,Asia Pacific,Tokyo,142,10.28
150.230.221.219,2086,2086,false,NRT,Asia Pacific,Tokyo,79,10.28
150.230.193.89,2095,2095,false,HKG,Asia Pacific,Hong Kong,188,10.28
151.145.75.28,2087,2087,true,NRT,Asia Pacific,Tokyo,77,10.27
138.2.14.248,2086,2086,false,HKG,Asia Pacific,Hong Kong,197,10.27
140.238.41.253,80,80,false,HKG,Asia Pacific,Hong Kong,145,10.26
141.147.178.202,2087,2087,true,HKG,Asia Pacific,Hong Kong,142,10.26
141.147.174.7,2053,2053,true,NRT,Asia Pacific,Tokyo,75,10.26
132.145.112.168,2052,2052,false,SIN,Asia Pacific,Singapore,200,10.26
132.145.13.173,443,443,true,FRA,Europe,Frankfurt,174,10.25
141.147.178.202,2083,2083,true,LAX,North America,Los Angeles,267,10.25
141.147.183.96,2087,2087,true,HKG,Asia Pacific,Hong Kong,167,10.25
158.101.136.239,2083,2083,true,HKG,Asia Pacific,Hong Kong,246,10.24
158.101.206.223,443,443,true,FRA,Europe,Frankfurt,181,10.23
150.230.202.132,8080,8080,false,NRT,Asia Pacific,Tokyo,123,10.23
141.147.167.40,2082,2082,false,HKG,Asia Pacific,Hong Kong,191,10.22
141.147.73.19,443,443,true,FRA,Europe,Frankfurt,233,10.21
141.147.168.13,2096,2096,true,HKG,Asia Pacific,Hong Kong,198,10.19
138.2.25.122,2053,2053,true,NRT,Asia Pacific,Tokyo,124,10.17
141.147.175.230,2087,2087,true,SIN,Asia Pacific,Singapore,219,10.16
131.186.35.189,8443,8443,true,NRT,Asia Pacific,Tokyo,97,10.16
138.2.20.230,2052,2052,false,LAX,North America,Los Angeles,238,10.14
150.230.212.87,8880,8880,false,HKG,Asia Pacific,Hong Kong,184,10.13
138.2.15.8,8443,8443,true,NRT,Asia Pacific,Tokyo,96,10.13
158.101.147.4,2082,2082,false,SIN,Asia Pacific,Singapore,146,10.13
140.83.38.243,8080,8080,false,HKG,Asia Pacific,Hong Kong,138,10.13
141.147.162.204,2083,2083,true,HKG,Asia Pacific,Hong Kong,200,10.12
158.101.95.113,2095,2095,false,HKG,Asia Pacific,Hong Kong,142,10.11
150.230.193.89,80,80,false,HKG,Asia Pacific,Hong Kong,142,10.11
158.101.140.255,2082,2082,false,NRT,Asia Pacific,Tokyo,75,10.11
144.24.170.167,443,443,true,FRA,Europe,Frankfurt,168,10.11
140.238.54.182,2095,2095,false,LAX,North America,Los Angeles,180,10.09
140.238.51.184,8880,8880,false,NRT,Asia Pacific,Tokyo,128,10.09
140.238.50.99,2086,2086,false,NRT,Asia Pacific,Tokyo,81,10.08
158.101.136.239,2087,2087,true,HKG,Asia Pacific,Hong Kong,213,10.07
138.2.20.230,2095,2095,false,SIN,Asia Pacific,Singapore,164,10.07
141.147.174.7,8443,8443,true,HKG,Asia Pacific,Hong Kong,184,10.07
141.147.169.195,2082,2082,false,NRT,Asia Pacific,Tokyo,130,10.07
140.83.37.200,8080,8080,false,HKG,Asia Pacific,Hong Kong,193,10.06
141.147.160.86,2087,0,true,SIN,Asia Pacific,Singapore,159,10.06
158.101.149.71,2082,2082,false,NRT,Asia Pacific,Tokyo,121,10.05
150.230.197.156,80,80,false,NRT,Asia Pacific,Tokyo,126,10.05
158.101.148.221,2096,2096,true,HKG,Asia Pacific,Hong Kong,182,10.04
141.147.191.132,2096,2096,true,LAX,North America,Los Angeles,197,10.04
150.230.106.21,2052,2052,false,HKG,Asia Pacific,Hong Kong,138,10.04
132.145.126.204,8443,8443,true,NRT,Asia Pacific,Tokyo,128,10.04
158.101.95.113,2086,2086,false,HKG,Asia Pacific,Hong Kong,198,10.04
138.2.31.68,8080,8080,false,HKG,Asia Pacific,Hong Kong,135,10.01
140.238.61.224,8880,8880,false,NRT,Asia Pacific,Tokyo,81,10.00
158.101.139.42,8880,8880,false,LAX,North America,Los Angeles,185,10.00
158.101.88.214,2096,2096,true,HKG,Asia Pacific,Hong Kong,140,9.99
89.168.125.173,443,443,true,FRA,Europe,Frankfurt,188,9.99
138.2.31.68,2087,2087,true,HKG,Asia Pacific,Hong Kong,208,9.99
168.138.196.164,80,80,false,HKG,Asia Pacific,Hong Kong,133,9.99
141.148.245.228,443,443,true,FRA,Europe,Frankfurt,175,9.98
141.147.164.153,80,80,false,NRT,Asia Pacific,Tokyo,77,9.98
138.3.210.114,2052,2052,false,LAX,North America,Los Angeles,233,9.98
141.147.107.130,443,443,true,FRA,Europe,Frankfurt,196,9.97
132.145.120.182,2095,2095,false,LAX,North America,Los Angeles,227,9.96
150.230.222.185,2052,2052,false,NRT,Asia Pacific,Tokyo,78,9.96
141.147.86.147,443,443,true,FRA,Europe,Frankfurt,184,9.96
158.101.158.238,2053,2053,true,SIN,Asia Pacific,Singapore,163,9.96
131.186.37.49,8880,8880,false,HKG,Asia Pacific,Hong Kong,188,9.95
158.101.158.238,8880,8880,false,SIN,Asia Pacific,Singapore,159,9.95
151.145.74.199,2086,2086,false,LAX,North America,Los Angeles,238,9.94
131.186.43.207,8080,8080,false,SIN,Asia Pacific,Singapore,158,9.93
158.101.155.246,8443,8443,true,HKG,Asia Pacific,Hong Kong,222,9.93
150.230.98.39,8080,8080,false,NRT,Asia Pacific,Tokyo,76,9.93
158.101.158.251,2083,2083,true,SIN,Asia Pacific,Singapore,202,9.93
132.226.5.21,80,80,false,HKG,Asia Pacific,Hong Kong,145,9.91
140.83.37.200,2053,2053,true,LAX,North America,Los Angeles,205,9.91
138.2.24.114,8443,8443,true,LAX,North America,Los Angeles,213,9.91
158.101.95.113,2087,2087,true,HKG,Asia Pacific,Hong Kong,199,9.91
131.186.37.69,80,80,false,NRT,Asia Pacific,Tokyo,128,9.90
158.101.146.160,2083,2083,true,HKG,Asia Pacific,Hong Kong,154,9.90
150.230.201.39,2095,2095,false,NRT,Asia Pacific,Tokyo,75,9.90
138.3.211.101,2096,2096,true,HKG,Asia Pacific,Hong Kong,195,9.88
158.101.159.212,2096,2096,true,HKG,Asia Pacific,Hong Kong,151,9.88
150.230.200.210,2082,2082,false,HKG,Asia Pacific,Hong Kong,140,9.87
168.138.194.121,2087,2087,true,HKG,Asia Pacific,Hong Kong,178,9.87
141.144.230.194,443,443,true,SIN,Asia Pacific,Singapore,164,9.86
168.138.194.74,443,443,true,NRT,Asia Pacific,Tokyo,100,9.86
132.226.5.102,2096,2096,true,HKG,Asia Pacific,Hong Kong,189,9.85
158.101.155.115,2086,2086,false,HKG,Asia Pacific,Hong Kong,144,9.84
151.145.71.40,2087,2087,true,NRT,Asia Pacific,Tokyo,130,9.83
150.230.199.118,2086,2086,false,LAX,North America,Los Angeles,234,9.83
168.138.205.195,2096,2096,true,NRT,Asia Pacific,Tokyo,172,9.83
150.230.208.113,2083,2083,true,HKG,Asia Pacific,Hong Kong,142,9.80
140.238.46.138,2083,2083,true,NRT,Asia Pacific,Tokyo,140,9.80
150.230.208.83,8080,8080,false,HKG,Asia Pacific,Hong Kong,143,9.79
143.47.245.120,443,443,true,FRA,Europe,Frankfurt,169,9.79
138.3.212.144,8443,8443,true,HKG,Asia Pacific,Hong Kong,185,9.79
144.21.39.108,443,443,true,FRA,Europe,Frankfurt,201,9.78
141.147.181.148,2087,2087,true,SIN,Asia Pacific,Singapore,179,9.78
138.3.210.114,2083,2083,true,LAX,North America,Los Angeles,251,9.77
138.3.223.50,8080,8080,false,HKG,Asia Pacific,Hong Kong,187,9.75
158.101.149.122,2086,2086,false,LAX,North America,Los Angeles,231,9.75
141.148.241.117,443,443,true,FRA,Europe,Frankfurt,179,9.75
132.145.121.247,2095,2095,false,HKG,Asia Pacific,Hong Kong,143,9.75
132.145.123.159,2082,2082,false,NRT,Asia Pacific,Tokyo,127,9.74
141.147.182.70,2083,2083,true,NRT,Asia Pacific,Tokyo,80,9.74
131.186.41.82,2095,2095,false,NRT,Asia Pacific,Tokyo,75,9.74
131.186.35.189,8080,8080,false,NRT,Asia Pacific,Tokyo,77,9.73
131.186.44.38,8080,8080,false,SIN,Asia Pacific,Singapore,158,9.73
141.147.164.54,2095,2095,false,NRT,Asia Pacific,Tokyo,125,9.73
168.138.198.53,2095,2095,false,NRT,Asia Pacific,Tokyo,76,9.73
129.159.246.15,443,443,true,FRA,Europe,Frankfurt,178,9.72
141.147.178.135,2083,2083,true,HKG,Asia Pacific,Hong Kong,133,9.71
89.168.103.236,443,443,true,FRA,Europe,Frankfurt,167,9.70
150.230.145.84,443,0,true,FRA,Europe,Frankfurt,172,9.70
140.238.41.253,8443,8443,true,SIN,Asia Pacific,Singapore,156,9.69
132.226.5.102,8880,8880,false,NRT,Asia Pacific,Tokyo,76,9.69
89.168.97.182,443,443,true,FRA,Europe,Frankfurt,166,9.68
140.83.35.10,2095,2095,false,NRT,Asia Pacific,Tokyo,79,9.68
84.235.162.114,443,443,true,FRA,Europe,Frankfurt,174,9.68
158.101.140.255,2083,2083,true,LAX,North America,Los Angeles,192,9.67
138.3.210.114,2082,2082,false,SIN,Asia Pacific,Singapore,152,9.67
158.101.155.115,2083,2083,true,HKG,Asia Pacific,Hong Kong,236,9.67
84.235.166.103,443,443,true,FRA,Europe,Frankfurt,186,9.67
140.238.121.9,443,443,true,FRA,Europe,Frankfurt,175,9.66
132.145.114.14,2052,2052,false,HKG,Asia Pacific,Hong Kong,142,9.64
141.147.169.195,2052,2052,false,NRT,Asia Pacific,Tokyo,77,9.63
131.186.41.255,2095,2095,false,NRT,Asia Pacific,Tokyo,79,9.62
140.83.37.200,2096,2096,true,LAX,North America,Los Angeles,190,9.62
141.147.167.44,2082,2082,false,NRT,Asia Pacific,Tokyo,77,9.62
158.101.149.81,2095,2095,false,SIN,Asia Pacific,Singapore,148,9.62
152.67.141.204,443,443,true,FRA,Europe,Frankfurt,168,9.61
158.101.154.70,2086,2086,false,LAX,North America,Los Angeles,180,9.59
168.138.195.31,2095,2095,false,LAX,North America,Los Angeles,183,9.58
150.230.201.39,8080,8080,false,NRT,Asia Pacific,Tokyo,75,9.57
151.145.68.166,8080,8080,false,LAX,North America,Los Angeles,236,9.57
168.138.200.159,8443,8443,true,HKG,Asia Pacific,Hong Kong,224,9.56
138.2.21.31,2095,2095,false,LAX,North America,Los Angeles,240,9.56
132.145.123.159,8443,8443,true,NRT,Asia Pacific,Tokyo,77,9.56
158.101.133.129,8880,8880,false,NRT,Asia Pacific,Tokyo,75,9.56
158.101.148.221,8080,8080,false,HKG,Asia Pacific,Hong Kong,128,9.55
150.230.205.56,8443,8443,true,HKG,Asia Pacific,Hong Kong,159,9.53
131.186.35.189,2053,2053,true,NRT,Asia Pacific,Tokyo,78,9.52
141.147.160.86,2052,2052,false,LAX,North America,Los Angeles,184,9.52
152.67.141.50,443,443,true,FRA,Europe,Frankfurt,159,9.52
144.24.169.81,8443,443,true,FRA,Europe,Frankfurt,196,9.51
151.145.75.28,2082,2082,false,NRT,Asia Pacific,Tokyo,81,9.51
150.230.216.117,8880,8880,false,NRT,Asia Pacific,Tokyo,81,9.51
158.101.146.165,8080,8080,false,SIN,Asia Pacific,Singapore,158,9.50
140.238.35.78,2096,2096,true,HKG,Asia Pacific,Hong Kong,200,9.50
141.148.224.173,443,443,true,FRA,Europe,Frankfurt,164,9.50
158.101.146.165,2096,2096,true,HKG,Asia Pacific,Hong Kong,142,9.50
158.101.154.70,80,80,false,SIN,Asia Pacific,Singapore,156,9.49
168.138.209.84,8443,8443,true,SIN,Asia Pacific,Singapore,163,9.49
138.3.223.70,2096,2096,true,NRT,Asia Pacific,Tokyo,110,9.49
141.147.169.131,2082,2082,false,NRT,Asia Pacific,Tokyo,77,9.48
150.230.105.228,2052,2052,false,HKG,Asia Pacific,Hong Kong,181,9.46
140.238.51.184,2053,2053,true,NRT,Asia Pacific,Tokyo,129,9.45
138.3.211.101,80,80,false,HKG,Asia Pacific,Hong Kong,140,9.44
132.145.120.197,8880,8880,false,SIN,Asia Pacific,Singapore,203,9.44
141.147.16.152,8443,443,true,FRA,Europe,Frankfurt,169,9.44
138.3.211.101,2087,2087,true,SIN,Asia Pacific,Singapore,176,9.44
131.186.43.207,8880,8880,false,NRT,Asia Pacific,Tokyo,79,9.43
131.186.63.35,8443,8443,true,HKG,Asia Pacific,Hong Kong,149,9.43
138.3.220.4,2082,2082,false,NRT,Asia Pacific,Tokyo,121,9.43
132.145.125.165,2082,2082,false,NRT,Asia Pacific,Tokyo,130,9.43
132.145.123.143,2052,2052,false,SIN,Asia Pacific,Singapore,156,9.42
152.67.139.177,443,443,true,FRA,Europe,Frankfurt,182,9.42
168.138.212.40,2082,2082,false,SIN,Asia Pacific,Singapore,157,9.41
131.186.38.135,2082,2082,false,LAX,North America,Los Angeles,238,9.41
158.101.136.239,2053,2053,true,SIN,Asia Pacific,Singapore,206,9.40
158.101.143.49,2052,2052,false,NRT,Asia Pacific,Tokyo,79,9.40
131.186.41.255,2096,2096,true,HKG,Asia Pacific,Hong Kong,157,9.39
141.147.166.189,2052,2052,false,NRT,Asia Pacific,Tokyo,74,9.38
150.230.199.118,80,80,false,HKG,Asia Pacific,Hong Kong,186,9.37
138.2.31.68,8443,8443,true,HKG,Asia Pacific,Hong Kong,152,9.36
129.159.248.71,443,443,true,FRA,Europe,Frankfurt,179,9.35
168.138.211.131,2096,2096,true,HKG,Asia Pacific,Hong Kong,183,9.35
158.101.154.70,8880,8880,false,HKG,Asia Pacific,Hong Kong,138,9.34
152.70.187.197,443,443,true,FRA,Europe,Frankfurt,179,9.33
168.138.198.53,80,80,false,NRT,Asia Pacific,Tokyo,73,9.33
168.138.213.210,2083,2083,true,SIN,Asia Pacific,Singapore,218,9.31
131.186.60.162,2053,2053,true,HKG,Asia Pacific,Hong Kong,243,9.31
140.238.35.78,2082,2082,false,HKG,Asia Pacific,Hong Kong,140,9.30
150.230.212.9,8880,8880,false,NRT,Asia Pacific,Tokyo,76,9.30
140.83.35.172,8880,8880,false,HKG,Asia Pacific,Hong Kong,193,9.29
141.147.166.189,2053,2053,true,HKG,Asia Pacific,Hong Kong,193,9.29
132.145.123.159,8880,8880,false,NRT,Asia Pacific,Tokyo,78,9.28
151.145.66.219,8443,8443,true,NRT,Asia Pacific,Tokyo,127,9.28
131.186.47.255,2087,2087,true,LAX,North America,Los Angeles,266,9.28
151.145.68.166,80,80,false,LAX,North America,Los Angeles,235,9.28
141.144.246.208,443,443,true,FRA,Europe,Frankfurt,194,9.27
131.186.59.94,2086,2086,false,NRT,Asia Pacific,Tokyo,124,9.26
141.148.239.51,443,443,true,FRA,Europe,Frankfurt,188,9.26
158.101.81.4,8080,8080,false,SIN,Asia Pacific,Singapore,156,9.26
132.145.114.4,8880,8880,false,SIN,Asia Pacific,Singapore,207,9.26
158.101.88.214,8880,8880,false,LAX,North America,Los Angeles,233,9.25
158.101.136.239,2052,2052,false,HKG,Asia Pacific,Hong Kong,145,9.25
150.230.212.213,80,80,false,HKG,Asia Pacific,Hong Kong,140,9.24
143.47.176.132,443,443,true,FRA,Europe,Frankfurt,212,9.23
151.145.74.56,2083,2083,true,SIN,Asia Pacific,Singapore,212,9.23
141.148.224.81,443,443,true,FRA,Europe,Frankfurt,177,9.23
158.101.88.214,80,80,false,HKG,Asia Pacific,Hong Kong,140,9.22
138.3.212.144,2053,2053,true,HKG,Asia Pacific,Hong Kong,167,9.21
150.230.97.239,2095,2095,false,SIN,Asia Pacific,Singapore,160,9.21
89.168.72.132,443,443,true,FRA,Europe,Frankfurt,153,9.21
140.238.51.184,8443,8443,true,NRT,Asia Pacific,Tokyo,87,9.20
150.230.204.117,8080,8080,false,LAX,North America,Los Angeles,182,9.20
150.230.217.63,8080,8080,false,HKG,Asia Pacific,Hong Kong,140,9.20
132.145.114.250,2052,2052,false,NRT,Asia Pacific,Tokyo,80,9.20
150.230.197.156,2096,2096,true,NRT,Asia Pacific,Tokyo,76,9.19
131.186.63.127,2096,2096,true,HKG,Asia Pacific,Hong Kong,160,9.19
141.147.44.228,443,443,true,FRA,Europe,Frankfurt,180,9.18
140.238.54.184,8443,8443,true,NRT,Asia Pacific,Tokyo,148,9.18
129.146.46.164,443,443,true,LAX,North America,Los Angeles,212,9.18
131.186.35.189,2082,2082,false,NRT,Asia Pacific,Tokyo,78,9.17
84.235.168.127,443,443,true,FRA,Europe,Frankfurt,171,9.16
192.18.140.32,443,443,true,SJC,North America,San Jose,188,9.16
131.186.62.26,2086,2086,false,HKG,Asia Pacific,Hong Kong,151,9.16
140.238.35.138,8443,8443,true,HKG,Asia Pacific,Hong Kong,238,9.15
150.230.221.114,2083,2083,true,NRT,Asia Pacific,Tokyo,155,9.15
138.3.216.67,8080,8080,false,NRT,Asia Pacific,Tokyo,75,9.14
158.180.29.207,443,443,true,FRA,Europe,Frankfurt,169,9.13
132.145.112.247,8880,8880,false,LAX,North America,Los Angeles,178,9.12
151.145.74.199,8880,8880,false,SIN,Asia Pacific,Singapore,157,9.12
138.3.220.4,2053,2053,true,SIN,Asia Pacific,Singapore,203,9.12
158.101.144.189,2082,2082,false,NRT,Asia Pacific,Tokyo,121,9.12
140.238.52.81,2053,2053,true,LAX,North America,Los Angeles,201,9.12
129.159.197.137,8443,443,true,FRA,Europe,Frankfurt,188,9.12
141.148.236.85,443,443,true,FRA,Europe,Frankfurt,225,9.12
131.186.41.82,2096,2096,true,NRT,Asia Pacific,Tokyo,88,9.11
132.145.125.86,8443,8443,true,HKG,Asia Pacific,Hong Kong,190,9.11
138.2.6.15,8880,8880,false,SIN,Asia Pacific,Singapore,159,9.11
140.238.32.238,2096,2096,true,HKG,Asia Pacific,Hong Kong,145,9.10
158.101.143.49,80,80,false,NRT,Asia Pacific,Tokyo,125,9.09
150.230.201.63,2096,2096,true,NRT,Asia Pacific,Tokyo,125,9.09
168.138.197.222,2087,2087,true,SIN,Asia Pacific,Singapore,238,9.09
138.3.210.114,2096,2096,true,SIN,Asia Pacific,Singapore,209,9.08
158.101.140.154,2086,2086,false,LAX,North America,Los Angeles,184,9.08
141.145.206.16,8443,443,true,CDG,Europe,Paris,154,9.08
158.101.89.33,2095,2095,false,NRT,Asia Pacific,Tokyo,123,9.08
150.230.212.213,8443,8443,true,LAX,North America,Los Angeles,182,9.07
138.3.212.226,2082,2082,false,SIN,Asia Pacific,Singapore,210,9.07
131.186.34.244,2082,2082,false,SIN,Asia Pacific,Singapore,207,9.07
151.145.74.199,2087,2087,true,HKG,Asia Pacific,Hong Kong,185,9.07
140.238.58.42,2095,2095,false,LAX,North America,Los Angeles,183,9.06
150.230.221.219,8880,8880,false,NRT,Asia Pacific,Tokyo,119,9.06
158.101.143.49,8880,8880,false,NRT,Asia Pacific,Tokyo,77,9.06
150.230.219.168,2053,2053,true,SIN,Asia Pacific,Singapore,171,9.05
131.186.41.82,2053,2053,true,NRT,Asia Pacific,Tokyo,77,9.05
89.168.123.53,443,443,true,FRA,Europe,Frankfurt,169,9.05
150.230.193.89,2082,2082,false,HKG,Asia Pacific,Hong Kong,143,9.05
168.138.205.195,8080,8080,false,NRT,Asia Pacific,Tokyo,121,9.04
89.168.71.144,443,443,true,FRA,Europe,Frankfurt,165,9.04
168.138.202.169,8880,8880,false,NRT,Asia Pacific,Tokyo,84,9.04
140.238.39.87,80,80,false,SIN,Asia Pacific,Singapore,162,9.04
150.230.204.117,2082,2082,false,HKG,Asia Pacific,Hong Kong,140,9.03
158.101.206.70,8443,443,true,AMS,Europe,Amsterdam,166,9.03
89.168.123.137,443,443,true,FRA,Europe,Frankfurt,178,9.01
150.230.202.132,8443,8443,true,NRT,Asia Pacific,Tokyo,81,9.01
151.145.74.56,2095,2095,false,HKG,Asia Pacific,Hong Kong,142,9.01
158.101.136.239,2086,2086,false,SIN,Asia Pacific,Singapore,205,9.01
140.238.54.184,8880,8880,false,NRT,Asia Pacific,Tokyo,81,9.00
132.226.5.21,2087,2087,true,SIN,Asia Pacific,Singapore,211,8.99
150.230.192.173,2082,2082,false,LAX,North America,Los Angeles,230,8.99
150.230.216.34,2082,2082,false,SIN,Asia Pacific,Singapore,211,8.99
158.101.201.33,443,443,true,FRA,Europe,Frankfurt,171,8.98
158.101.176.235,443,443,true,FRA,Europe,Frankfurt,168,8.98
140.238.61.78,2096,2096,true,NRT,Asia Pacific,Tokyo,103,8.98
158.101.89.33,2083,2083,true,HKG,Asia Pacific,Hong Kong,140,8.97
131.186.47.223,2083,2083,true,HKG,Asia Pacific,Hong Kong,167,8.97
131.186.37.49,2053,2053,true,SIN,Asia Pacific,Singapore,173,8.96
150.230.202.232,2082,2082,false,NRT,Asia Pacific,Tokyo,75,8.96
158.101.131.218,2082,2082,false,SIN,Asia Pacific,Singapore,209,8.96
138.2.19.122,8443,8443,true,HKG,Asia Pacific,Hong Kong,219,8.96
132.145.120.115,2052,2052,false,LAX,North America,Los Angeles,183,8.94
