IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
141.147.168.13,2095,2095,false,LAX,North America,Los Angeles,202,7.16
141.147.178.115,2083,2083,true,HKG,Asia Pacific,Hong Kong,180,7.15
131.186.38.135,2086,2086,false,HKG,Asia Pacific,Hong Kong,193,7.15
158.101.140.255,2086,2086,false,HKG,Asia Pacific,Hong Kong,192,7.15
131.186.41.255,8080,8080,false,HKG,Asia Pacific,Hong Kong,192,7.14
132.145.123.238,2087,2087,true,HKG,Asia Pacific,Hong Kong,191,7.14
158.101.89.33,2087,2087,true,HKG,Asia Pacific,Hong Kong,193,7.13
168.138.196.237,2083,0,true,NRT,Asia Pacific,Tokyo,126,7.13
158.101.149.81,8880,8880,false,SIN,Asia Pacific,Singapore,204,7.12
150.230.104.197,2083,2083,true,HKG,Asia Pacific,Hong Kong,160,7.12
193.122.197.111,443,443,true,IAD,North America,Ashburn,228,7.11
132.145.123.14,2087,2087,true,NRT,Asia Pacific,Tokyo,89,7.11
140.238.48.97,2053,2053,true,HKG,Asia Pacific,Hong Kong,142,7.10
168.138.206.236,2053,2053,true,HKG,Asia Pacific,Hong Kong,203,7.09
141.147.168.13,2083,2083,true,SIN,Asia Pacific,Singapore,155,7.08
141.147.178.115,2053,2053,true,HKG,Asia Pacific,Hong Kong,195,7.08
158.101.158.238,2096,2096,true,HKG,Asia Pacific,Hong Kong,226,7.08
158.101.146.203,2096,2096,true,NRT,Asia Pacific,Tokyo,110,7.07
141.148.239.157,443,443,true,FRA,Europe,Frankfurt,228,7.07
141.147.166.189,80,80,false,SIN,Asia Pacific,Singapore,201,7.07
158.101.139.42,2083,2083,true,HKG,Asia Pacific,Hong Kong,171,7.07
158.101.149.122,8880,8880,false,LAX,North America,Los Angeles,206,7.06
141.147.181.148,8443,8443,true,SIN,Asia Pacific,Singapore,167,7.04
158.101.155.115,8443,8443,true,HKG,Asia Pacific,Hong Kong,155,7.04
141.147.178.135,2086,2086,false,HKG,Asia Pacific,Hong Kong,186,7.03
141.147.168.13,2086,2086,false,SIN,Asia Pacific,Singapore,149,7.03
158.101.136.239,8880,8880,false,HKG,Asia Pacific,Hong Kong,195,7.02
140.238.52.81,2096,2096,true,SIN,Asia Pacific,Singapore,166,7.02
150.230.109.252,2052,2052,false,NRT,Asia Pacific,Tokyo,79,7.02
141.147.160.86,2052,2052,false,HKG,Asia Pacific,Hong Kong,193,7.02
132.145.120.115,2086,2086,false,SIN,Asia Pacific,Singapore,198,7.02
140.238.52.141,2053,2053,true,SIN,Asia Pacific,Singapore,207,7.01
130.61.109.6,2096,443,true,FRA,Europe,Frankfurt,172,7.01
164.152.26.70,2052,443,true,ORD,North America,Chicago,224,7.01
158.101.155.158,2087,2087,true,HKG,Asia Pacific,Hong Kong,198,7.01
168.138.206.236,2096,2096,true,HKG,Asia Pacific,Hong Kong,156,7.01
158.101.147.4,2086,2086,false,LAX,North America,Los Angeles,202,7.00
138.3.217.39,8080,8080,false,SIN,Asia Pacific,Singapore,165,7.00
131.186.45.88,80,80,false,LAX,North America,Los Angeles,242,6.99
141.147.168.13,8080,8080,false,HKG,Asia Pacific,Hong Kong,143,6.98
141.147.70.112,443,443,true,FRA,Europe,Frankfurt,174,6.97
158.101.137.96,2052,2052,false,NRT,Asia Pacific,Tokyo,123,6.97
132.145.121.175,2082,2082,false,HKG,Asia Pacific,Hong Kong,192,6.97
150.230.109.138,2052,2052,false,HKG,Asia Pacific,Hong Kong,187,6.96
132.145.114.4,80,80,false,HKG,Asia Pacific,Hong Kong,157,6.94
158.101.152.221,8080,8080,false,NRT,Asia Pacific,Tokyo,95,6.93
131.186.46.75,2053,2053,true,NRT,Asia Pacific,Tokyo,116,6.93
151.145.66.219,2096,2096,true,NRT,Asia Pacific,Tokyo,93,6.92
158.101.147.4,2096,2096,true,NRT,Asia Pacific,Tokyo,142,6.91
151.145.71.40,8443,8443,true,NRT,Asia Pacific,Tokyo,97,6.90
131.186.37.49,2053,2053,true,SIN,Asia Pacific,Singapore,174,6.89
138.3.211.101,2053,2053,true,HKG,Asia Pacific,Hong Kong,156,6.89
132.145.112.247,2082,2082,false,HKG,Asia Pacific,Hong Kong,190,6.89
132.145.123.143,8880,8880,false,SIN,Asia Pacific,Singapore,153,6.89
132.145.121.123,8080,8080,false,LAX,North America,Los Angeles,238,6.88
150.230.101.125,8880,8880,false,NRT,Asia Pacific,Tokyo,84,6.87
132.145.127.21,2086,2086,false,NRT,Asia Pacific,Tokyo,76,6.84
158.101.149.122,2095,2095,false,HKG,Asia Pacific,Hong Kong,155,6.84
131.186.47.223,2095,2095,false,HKG,Asia Pacific,Hong Kong,154,6.84
168.138.200.155,8443,8443,true,HKG,Asia Pacific,Hong Kong,157,6.83
131.186.63.184,2052,2052,false,HKG,Asia Pacific,Hong Kong,141,6.83
150.230.104.197,8880,8880,false,SIN,Asia Pacific,Singapore,201,6.82
151.145.75.28,8880,8880,false,NRT,Asia Pacific,Tokyo,78,6.81
151.145.75.28,2087,2087,true,NRT,Asia Pacific,Tokyo,77,6.80
168.138.212.40,2083,2083,true,NRT,Asia Pacific,Tokyo,97,6.80
158.101.158.251,2096,2096,true,HKG,Asia Pacific,Hong Kong,142,6.79
192.18.145.19,2096,443,true,YYZ,North America,Toronto,232,6.78
132.145.121.34,2095,2095,false,HKG,Asia Pacific,Hong Kong,159,6.77
158.101.154.70,2052,2052,false,NRT,Asia Pacific,Tokyo,76,6.77
150.230.107.197,2086,2086,false,HKG,Asia Pacific,Hong Kong,195,6.77
141.147.178.202,2096,2096,true,LAX,North America,Los Angeles,228,6.77
158.101.89.33,2096,2096,true,HKG,Asia Pacific,Hong Kong,189,6.76
158.101.158.238,80,80,false,HKG,Asia Pacific,Hong Kong,195,6.76
131.186.38.135,2083,2083,true,HKG,Asia Pacific,Hong Kong,207,6.76
132.145.123.159,8880,8880,false,NRT,Asia Pacific,Tokyo,125,6.76
150.230.108.135,80,80,false,LAX,North America,Los Angeles,243,6.75
158.101.155.158,2053,2053,true,HKG,Asia Pacific,Hong Kong,193,6.74
158.101.155.158,2095,2095,false,HKG,Asia Pacific,Hong Kong,141,6.73
132.145.125.86,8443,8443,true,SIN,Asia Pacific,Singapore,164,6.72
158.101.94.15,8880,8880,false,NRT,Asia Pacific,Tokyo,88,6.72
158.101.155.246,2095,2095,false,LAX,North America,Los Angeles,207,6.72
132.145.123.159,2086,2086,false,NRT,Asia Pacific,Tokyo,129,6.71
132.145.120.197,80,80,false,SIN,Asia Pacific,Singapore,199,6.71
140.238.54.149,2096,2096,true,LAX,North America,Los Angeles,236,6.70
141.147.186.210,80,80,false,LAX,North America,Los Angeles,243,6.70
158.101.148.221,2096,2096,true,HKG,Asia Pacific,Hong Kong,246,6.70
150.230.109.252,8880,8880,false,NRT,Asia Pacific,Tokyo,91,6.69
132.145.123.112,80,80,false,HKG,Asia Pacific,Hong Kong,151,6.68
150.230.101.125,8443,8443,true,SIN,Asia Pacific,Singapore,162,6.68
151.145.65.203,8080,8080,false,LAX,North America,Los Angeles,233,6.68
150.230.109.138,2082,2082,false,LAX,North America,Los Angeles,183,6.68
150.230.98.39,8080,8080,false,NRT,Asia Pacific,Tokyo,122,6.67
151.145.68.166,8880,8880,false,HKG,Asia Pacific,Hong Kong,195,6.67
132.145.113.148,2083,2083,true,LAX,North America,Los Angeles,240,6.66
150.230.101.13,8880,8880,false,HKG,Asia Pacific,Hong Kong,193,6.66
132.145.120.115,2087,2087,true,HKG,Asia Pacific,Hong Kong,147,6.66
150.230.107.197,8880,8880,false,SIN,Asia Pacific,Singapore,200,6.65
158.101.149.71,2087,2087,true,NRT,Asia Pacific,Tokyo,78,6.65
132.145.126.204,80,80,false,NRT,Asia Pacific,Tokyo,134,6.64
132.145.121.123,2052,2052,false,SIN,Asia Pacific,Singapore,196,6.64
158.101.137.74,80,80,false,SIN,Asia Pacific,Singapore,163,6.63
131.186.37.191,8080,8080,false,LAX,North America,Los Angeles,236,6.63
138.3.212.162,80,80,false,NRT,Asia Pacific,Tokyo,125,6.63
150.230.109.138,2086,2086,false,SIN,Asia Pacific,Singapore,199,6.61
158.101.137.74,2053,2053,true,LAX,North America,Los Angeles,206,6.61
140.238.51.89,2096,2096,true,HKG,Asia Pacific,Hong Kong,157,6.61
132.145.120.103,2052,2052,false,SIN,Asia Pacific,Singapore,163,6.60
132.145.112.168,2082,2082,false,LAX,North America,Los Angeles,203,6.59
150.230.104.197,2087,2087,true,HKG,Asia Pacific,Hong Kong,177,6.59
151.145.74.56,2052,2052,false,LAX,North America,Los Angeles,208,6.58
138.3.212.144,2095,2095,false,HKG,Asia Pacific,Hong Kong,156,6.58
132.145.117.216,2096,2096,true,NRT,Asia Pacific,Tokyo,126,6.58
131.186.61.45,80,80,false,LAX,North America,Los Angeles,238,6.58
141.147.174.190,2053,2053,true,NRT,Asia Pacific,Tokyo,127,6.57
132.145.123.14,2052,2052,false,NRT,Asia Pacific,Tokyo,78,6.57
131.186.37.49,2087,2087,true,HKG,Asia Pacific,Hong Kong,214,6.57
141.147.178.115,2096,2096,true,HKG,Asia Pacific,Hong Kong,228,6.56
141.147.160.86,2083,2083,true,SIN,Asia Pacific,Singapore,198,6.55
141.147.183.96,80,80,false,HKG,Asia Pacific,Hong Kong,141,6.55
132.145.120.197,2096,2096,true,SIN,Asia Pacific,Singapore,168,6.54
152.67.132.201,443,443,true,FRA,Europe,Frankfurt,175,6.54
141.147.179.64,2052,2052,false,NRT,Asia Pacific,Tokyo,130,6.54
131.186.37.191,2095,2095,false,NRT,Asia Pacific,Tokyo,88,6.53
131.186.60.162,2096,2096,true,HKG,Asia Pacific,Hong Kong,196,6.52
132.145.121.175,80,80,false,SIN,Asia Pacific,Singapore,168,6.52
138.3.220.4,2095,2095,false,SIN,Asia Pacific,Singapore,164,6.52
150.230.101.13,2096,2096,true,HKG,Asia Pacific,Hong Kong,154,6.51
141.147.174.7,2086,2086,false,HKG,Asia Pacific,Hong Kong,156,6.51
141.147.168.159,2096,2096,true,HKG,Asia Pacific,Hong Kong,142,6.51
158.101.142.103,80,80,false,HKG,Asia Pacific,Hong Kong,191,6.50
132.145.120.182,8443,8443,true,HKG,Asia Pacific,Hong Kong,142,6.49
138.3.212.226,8880,8880,false,SIN,Asia Pacific,Singapore,160,6.49
158.101.159.212,2053,2053,true,HKG,Asia Pacific,Hong Kong,161,6.49
158.101.137.74,8080,8080,false,LAX,North America,Los Angeles,184,6.49
158.101.136.239,8080,8080,false,NRT,Asia Pacific,Tokyo,126,6.49
158.101.144.34,2083,2083,true,LAX,North America,Los Angeles,203,6.48
132.145.123.14,80,80,false,NRT,Asia Pacific,Tokyo,94,6.48
132.145.114.14,8880,8880,false,NRT,Asia Pacific,Tokyo,130,6.48
151.145.65.203,8880,8880,false,HKG,Asia Pacific,Hong Kong,159,6.48
132.145.126.21,8880,8880,false,NRT,Asia Pacific,Tokyo,123,6.48
140.238.62.12,2096,2096,true,LAX,North America,Los Angeles,192,6.47
132.145.123.159,2052,2052,false,NRT,Asia Pacific,Tokyo,92,6.47
151.145.65.203,80,80,false,HKG,Asia Pacific,Hong Kong,161,6.46
151.145.69.174,2086,2086,false,HKG,Asia Pacific,Hong Kong,154,6.46
132.145.120.197,8880,8880,false,SIN,Asia Pacific,Singapore,154,6.45
131.186.34.244,2082,2082,false,LAX,North America,Los Angeles,199,6.45
158.101.155.158,80,80,false,NRT,Asia Pacific,Tokyo,132,6.45
132.145.123.14,2096,2096,true,NRT,Asia Pacific,Tokyo,130,6.44
138.3.222.204,8080,8080,false,HKG,Asia Pacific,Hong Kong,188,6.44
158.101.155.158,2086,2086,false,LAX,North America,Los Angeles,196,6.43
131.186.63.35,2086,2086,false,LAX,North America,Los Angeles,239,6.41
158.101.148.221,2086,2086,false,HKG,Asia Pacific,Hong Kong,132,6.40
158.101.209.193,443,443,true,FRA,Europe,Frankfurt,179,6.39
150.230.97.239,2096,2096,true,LAX,North America,Los Angeles,234,6.38
139.185.34.131,443,443,true,CDG,Europe,Paris,176,6.38
132.145.121.123,8443,8443,true,NRT,Asia Pacific,Tokyo,127,6.38
141.147.175.230,80,80,false,LAX,North America,Los Angeles,185,6.38
158.101.149.81,2053,2053,true,HKG,Asia Pacific,Hong Kong,155,6.38
158.101.159.212,2052,2052,false,SIN,Asia Pacific,Singapore,207,6.37
158.101.149.122,8443,8443,true,LAX,North America,Los Angeles,252,6.37
158.101.131.218,8880,8880,false,HKG,Asia Pacific,Hong Kong,195,6.37
158.101.149.81,2083,2083,true,NRT,Asia Pacific,Tokyo,159,6.35
130.162.222.55,443,443,true,FRA,Europe,Frankfurt,246,6.35
141.147.181.148,2095,2095,false,HKG,Asia Pacific,Hong Kong,160,6.35
158.101.140.154,8080,8080,false,SIN,Asia Pacific,Singapore,170,6.35
132.145.123.112,2082,2082,false,NRT,Asia Pacific,Tokyo,78,6.34
150.230.101.13,8443,8443,true,SIN,Asia Pacific,Singapore,166,6.34
132.145.121.242,8880,8880,false,HKG,Asia Pacific,Hong Kong,147,6.34
158.101.146.160,8443,8443,true,NRT,Asia Pacific,Tokyo,111,6.34
141.147.178.202,2095,2095,false,HKG,Asia Pacific,Hong Kong,193,6.33
150.230.105.228,80,80,false,HKG,Asia Pacific,Hong Kong,183,6.33
131.186.62.26,8080,8080,false,HKG,Asia Pacific,Hong Kong,193,6.33
138.3.220.4,2083,2083,true,SIN,Asia Pacific,Singapore,164,6.32
132.145.123.238,80,80,false,NRT,Asia Pacific,Tokyo,129,6.31
141.147.167.40,2087,2087,true,HKG,Asia Pacific,Hong Kong,201,6.31
132.145.124.198,2096,2096,true,LAX,North America,Los Angeles,191,6.31
150.230.101.125,80,80,false,SIN,Asia Pacific,Singapore,206,6.30
141.147.166.189,2083,2083,true,HKG,Asia Pacific,Hong Kong,161,6.30
141.147.183.96,8880,8880,false,NRT,Asia Pacific,Tokyo,128,6.30
141.147.191.211,80,80,false,LAX,North America,Los Angeles,181,6.29
150.230.101.13,2052,2052,false,LAX,North America,Los Angeles,232,6.29
151.145.70.28,2096,2096,true,SIN,Asia Pacific,Singapore,169,6.29
192.18.150.85,2083,443,true,YYZ,North America,Toronto,264,6.27
131.186.62.26,8880,8880,false,LAX,North America,Los Angeles,206,6.27
132.145.127.21,2082,2082,false,NRT,Asia Pacific,Tokyo,131,6.26
131.186.41.82,2096,2096,true,NRT,Asia Pacific,Tokyo,128,6.26
132.145.125.165,2086,2086,false,NRT,Asia Pacific,Tokyo,94,6.25
158.101.158.238,8080,8080,false,HKG,Asia Pacific,Hong Kong,188,6.25
140.238.44.118,8443,8443,true,SIN,Asia Pacific,Singapore,232,6.24
141.147.186.210,2096,2096,true,SIN,Asia Pacific,Singapore,216,6.24
150.230.101.13,2095,2095,false,SIN,Asia Pacific,Singapore,197,6.23
150.230.109.138,8880,8880,false,LAX,North America,Los Angeles,233,6.23
131.186.62.26,8443,8443,true,HKG,Asia Pacific,Hong Kong,248,6.22
132.145.117.216,8080,8080,false,LAX,North America,Los Angeles,199,6.22
132.145.121.34,2086,2086,false,HKG,Asia Pacific,Hong Kong,154,6.22
132.145.123.14,2086,2086,false,NRT,Asia Pacific,Tokyo,94,6.20
131.186.35.189,2095,2095,false,NRT,Asia Pacific,Tokyo,92,6.20
132.145.123.143,8080,8080,false,SIN,Asia Pacific,Singapore,158,6.20
131.186.41.255,2087,2087,true,SIN,Asia Pacific,Singapore,200,6.20
131.186.59.232,8443,8443,true,HKG,Asia Pacific,Hong Kong,169,6.19
131.186.38.135,2087,2087,true,HKG,Asia Pacific,Hong Kong,189,6.19
141.148.231.140,443,443,true,FRA,Europe,Frankfurt,200,6.19
150.230.106.21,8880,8880,false,LAX,North America,Los Angeles,184,6.18
131.186.37.49,80,80,false,SIN,Asia Pacific,Singapore,165,6.18
132.145.54.84,8443,443,true,LHR,Europe,London,173,6.18
158.101.206.74,443,443,true,FRA,Europe,Frankfurt,236,6.17
132.145.112.168,2052,2052,false,HKG,Asia Pacific,Hong Kong,191,6.17
131.186.41.255,2095,2095,false,LAX,North America,Los Angeles,197,6.16
144.21.36.78,443,443,true,FRA,Europe,Frankfurt,243,6.15
150.230.105.228,2087,2087,true,HKG,Asia Pacific,Hong Kong,184,6.15
158.101.81.4,8443,8443,true,HKG,Asia Pacific,Hong Kong,158,6.15
131.186.58.151,2086,2086,false,NRT,Asia Pacific,Tokyo,128,6.15
131.186.63.184,8080,8080,false,HKG,Asia Pacific,Hong Kong,142,6.15
131.186.40.31,8880,8880,false,HKG,Asia Pacific,Hong Kong,180,6.14
158.101.131.218,2082,2082,false,LAX,North America,Los Angeles,200,6.14
158.101.150.74,2082,2082,false,SIN,Asia Pacific,Singapore,197,6.14
132.145.120.103,2095,2095,false,HKG,Asia Pacific,Hong Kong,157,6.13
89.168.69.244,443,443,true,FRA,Europe,Frankfurt,221,6.13
158.101.147.4,2087,2087,true,SIN,Asia Pacific,Singapore,199,6.13
130.61.107.238,8443,443,true,FRA,Europe,Frankfurt,165,6.12
132.145.121.175,2095,2095,false,LAX,North America,Los Angeles,232,6.12
158.101.158.238,2053,2053,true,HKG,Asia Pacific,Hong Kong,160,6.12
141.147.82.213,443,443,true,FRA,Europe,Frankfurt,174,6.12
131.186.37.49,8880,8880,false,HKG,Asia Pacific,Hong Kong,146,6.12
131.186.44.38,80,80,false,HKG,Asia Pacific,Hong Kong,157,6.11
141.147.178.115,8443,8443,true,SIN,Asia Pacific,Singapore,165,6.10
141.147.168.13,2096,2096,true,LAX,North America,Los Angeles,237,6.09
158.101.140.154,80,80,false,HKG,Asia Pacific,Hong Kong,159,6.09
151.145.71.40,2095,2095,false,NRT,Asia Pacific,Tokyo,91,6.09
131.186.36.248,80,80,false,HKG,Asia Pacific,Hong Kong,157,6.09
158.101.154.70,8443,8443,true,HKG,Asia Pacific,Hong Kong,183,6.09
132.145.120.197,2087,2087,true,SIN,Asia Pacific,Singapore,195,6.08
131.186.61.45,8080,8080,false,HKG,Asia Pacific,Hong Kong,155,6.08
131.186.59.94,2095,2095,false,LAX,North America,Los Angeles,193,6.07
138.3.211.101,2096,2096,true,HKG,Asia Pacific,Hong Kong,170,6.05
168.138.197.222,2096,2096,true,HKG,Asia Pacific,Hong Kong,199,6.05
131.186.43.107,2095,2095,false,HKG,Asia Pacific,Hong Kong,192,6.05
158.101.146.165,2052,2052,false,LAX,North America,Los Angeles,234,6.04
138.3.220.4,2087,2087,true,LAX,North America,Los Angeles,239,6.04
138.3.212.144,8880,8880,false,HKG,Asia Pacific,Hong Kong,191,6.04
141.147.175.230,2052,2052,false,LAX,North America,Los Angeles,234,6.03
132.145.121.242,2083,2083,true,HKG,Asia Pacific,Hong Kong,148,6.03
140.238.61.78,8443,8443,true,HKG,Asia Pacific,Hong Kong,207,6.03
151.145.71.127,2087,2087,true,HKG,Asia Pacific,Hong Kong,196,6.03
138.3.212.144,80,80,false,SIN,Asia Pacific,Singapore,165,6.01
132.145.123.143,80,80,false,SIN,Asia Pacific,Singapore,204,6.00
150.230.101.125,8080,8080,false,SIN,Asia Pacific,Singapore,162,6.00
132.145.113.148,2096,2096,true,SIN,Asia Pacific,Singapore,210,6.00
158.101.155.158,2082,2082,false,HKG,Asia Pacific,Hong Kong,204,5.99
158.101.158.251,2095,2095,false,HKG,Asia Pacific,Hong Kong,195,5.97
151.145.74.56,2082,2082,false,HKG,Asia Pacific,Hong Kong,142,5.97
150.230.105.228,2095,2095,false,HKG,Asia Pacific,Hong Kong,146,5.97
158.101.144.34,2095,2095,false,HKG,Asia Pacific,Hong Kong,194,5.97
140.238.40.136,2053,2053,true,SIN,Asia Pacific,Singapore,226,5.96
138.3.211.101,8880,8880,false,NRT,Asia Pacific,Tokyo,89,5.96
131.186.36.248,2052,2052,false,SIN,Asia Pacific,Singapore,197,5.94
158.101.142.103,2086,2086,false,HKG,Asia Pacific,Hong Kong,193,5.94
150.230.105.228,2086,2086,false,HKG,Asia Pacific,Hong Kong,147,5.93
132.145.123.14,8080,8080,false,NRT,Asia Pacific,Tokyo,92,5.93
132.145.120.197,2086,2086,false,HKG,Asia Pacific,Hong Kong,189,5.93
158.101.137.74,2096,2096,true,SIN,Asia Pacific,Singapore,162,5.92
132.145.127.51,2053,2053,true,HKG,Asia Pacific,Hong Kong,191,5.92
131.186.43.107,2053,2053,true,HKG,Asia Pacific,Hong Kong,215,5.90
150.230.99.173,2086,2086,false,HKG,Asia Pacific,Hong Kong,156,5.90
131.186.43.107,8080,8080,false,NRT,Asia Pacific,Tokyo,77,5.89
168.138.196.237,2053,2053,true,HKG,Asia Pacific,Hong Kong,158,5.89
158.101.149.122,2082,2082,false,SIN,Asia Pacific,Singapore,200,5.88
141.147.162.204,2082,0,false,SIN,Asia Pacific,Singapore,163,5.88
141.147.191.132,80,80,false,NRT,Asia Pacific,Tokyo,78,5.88
158.101.147.4,2052,2052,false,SIN,Asia Pacific,Singapore,170,5.87
131.186.61.45,2087,2087,true,HKG,Asia Pacific,Hong Kong,208,5.87
151.145.71.127,8880,8880,false,HKG,Asia Pacific,Hong Kong,140,5.87
150.230.105.228,2053,2053,true,HKG,Asia Pacific,Hong Kong,196,5.86
131.186.61.45,2082,2082,false,SIN,Asia Pacific,Singapore,207,5.86
151.145.75.28,2095,2095,false,NRT,Asia Pacific,Tokyo,91,5.86
132.145.123.238,2053,2053,true,SIN,Asia Pacific,Singapore,151,5.85
132.145.117.216,8443,8443,true,HKG,Asia Pacific,Hong Kong,198,5.85
158.101.148.221,8080,8080,false,HKG,Asia Pacific,Hong Kong,151,5.84
131.186.43.207,8443,8443,true,HKG,Asia Pacific,Hong Kong,257,5.84
141.147.78.129,443,443,true,FRA,Europe,Frankfurt,192,5.83
158.101.131.218,2086,2086,false,LAX,North America,Los Angeles,187,5.82
158.101.155.246,2083,2083,true,NRT,Asia Pacific,Tokyo,154,5.81
158.101.88.214,8443,8443,true,HKG,Asia Pacific,Hong Kong,190,5.81
141.147.181.148,8880,8880,false,SIN,Asia Pacific,Singapore,168,5.79
144.24.173.250,2096,443,true,FRA,Europe,Frankfurt,167,5.79
158.180.36.103,443,443,true,FRA,Europe,Frankfurt,163,5.78
131.186.63.127,80,80,false,LAX,North America,Los Angeles,228,5.77
138.3.217.39,2052,2052,false,HKG,Asia Pacific,Hong Kong,153,5.77
151.145.70.28,2086,2086,false,HKG,Asia Pacific,Hong Kong,142,5.77
138.3.212.162,2083,2083,true,LAX,North America,Los Angeles,246,5.76
150.230.104.197,2053,2053,true,LAX,North America,Los Angeles,207,5.76
158.101.140.154,2087,2087,true,HKG,Asia Pacific,Hong Kong,199,5.74
132.145.114.4,8880,8880,false,HKG,Asia Pacific,Hong Kong,195,5.74
141.147.183.96,8080,8080,false,HKG,Asia Pacific,Hong Kong,193,5.74
131.186.63.127,2095,2095,false,LAX,North America,Los Angeles,204,5.74
131.186.44.38,2095,2095,false,SIN,Asia Pacific,Singapore,160,5.72
158.101.89.33,8080,8080,false,SIN,Asia Pacific,Singapore,166,5.72
150.230.109.138,2053,2053,true,SIN,Asia Pacific,Singapore,204,5.71
158.101.159.212,2095,2095,false,HKG,Asia Pacific,Hong Kong,155,5.71
141.147.181.148,2082,2082,false,SIN,Asia Pacific,Singapore,197,5.71
131.186.37.191,2087,2087,true,SIN,Asia Pacific,Singapore,191,5.70
131.186.34.11,2082,2082,false,HKG,Asia Pacific,Hong Kong,153,5.70
158.180.57.205,443,443,true,FRA,Europe,Frankfurt,208,5.69
132.145.120.197,2083,2083,true,HKG,Asia Pacific,Hong Kong,242,5.68
158.101.144.34,2096,2096,true,SIN,Asia Pacific,Singapore,159,5.67
141.147.175.230,8880,8880,false,SIN,Asia Pacific,Singapore,198,5.66
158.101.154.70,2095,2095,false,SIN,Asia Pacific,Singapore,169,5.66
141.147.178.202,2082,2082,false,SIN,Asia Pacific,Singapore,200,5.65
168.138.208.164,2083,0,true,SIN,Asia Pacific,Singapore,171,5.65
141.147.181.148,2096,2096,true,SIN,Asia Pacific,Singapore,227,5.65
158.101.155.246,80,80,false,HKG,Asia Pacific,Hong Kong,161,5.65
141.147.166.189,8880,8880,false,NRT,Asia Pacific,Tokyo,92,5.65
132.145.113.148,2052,2052,false,LAX,North America,Los Angeles,232,5.65
151.145.69.105,2096,2096,true,HKG,Asia Pacific,Hong Kong,181,5.65
168.138.194.121,8443,8443,true,LAX,North America,Los Angeles,230,5.65
131.186.45.88,8880,8880,false,HKG,Asia Pacific,Hong Kong,191,5.64
132.145.121.34,8880,8880,false,HKG,Asia Pacific,Hong Kong,144,5.64
138.3.212.226,8080,8080,false,LAX,North America,Los Angeles,240,5.64
158.101.88.214,2052,2052,false,NRT,Asia Pacific,Tokyo,79,5.64
131.186.60.162,2053,2053,true,HKG,Asia Pacific,Hong Kong,220,5.63
132.145.126.204,2082,2082,false,NRT,Asia Pacific,Tokyo,94,5.63
141.147.82.205,443,443,true,FRA,Europe,Frankfurt,219,5.62
158.101.149.81,8443,8443,true,HKG,Asia Pacific,Hong Kong,191,5.62
131.186.63.184,2096,2096,true,LAX,North America,Los Angeles,186,5.62
132.145.114.14,2096,2096,true,SIN,Asia Pacific,Singapore,156,5.61
140.238.39.87,8443,8443,true,LAX,North America,Los Angeles,252,5.61
140.238.58.42,2083,2083,true,HKG,Asia Pacific,Hong Kong,211,5.61
152.69.227.103,443,443,true,ICN,Asia Pacific,Seoul,67,5.60
132.145.121.175,2087,2087,true,HKG,Asia Pacific,Hong Kong,184,5.60
131.186.37.49,8443,8443,true,SIN,Asia Pacific,Singapore,191,5.59
158.101.139.42,8443,8443,true,HKG,Asia Pacific,Hong Kong,140,5.59
158.101.149.122,8080,8080,false,SIN,Asia Pacific,Singapore,205,5.59
131.186.44.38,2087,2087,true,HKG,Asia Pacific,Hong Kong,199,5.58
131.186.40.31,2086,2086,false,HKG,Asia Pacific,Hong Kong,150,5.58
132.145.121.242,2086,2086,false,HKG,Asia Pacific,Hong Kong,189,5.57
150.230.106.21,2087,2087,true,HKG,Asia Pacific,Hong Kong,157,5.57
132.145.121.34,2053,2053,true,NRT,Asia Pacific,Tokyo,95,5.56
132.145.112.168,2083,2083,true,HKG,Asia Pacific,Hong Kong,209,5.56
138.3.223.50,2082,2082,false,HKG,Asia Pacific,Hong Kong,198,5.56
132.145.125.86,2087,2087,true,HKG,Asia Pacific,Hong Kong,142,5.56
140.238.40.136,8443,8443,true,SIN,Asia Pacific,Singapore,172,5.55
131.186.58.151,80,80,false,NRT,Asia Pacific,Tokyo,76,5.55
132.145.120.197,2082,2082,false,SIN,Asia Pacific,Singapore,201,5.55
141.147.186.210,2082,2082,false,HKG,Asia Pacific,Hong Kong,152,5.54
141.147.178.202,8443,8443,true,LAX,North America,Los Angeles,197,5.53
151.145.71.40,2052,2052,false,NRT,Asia Pacific,Tokyo,93,5.52
129.153.61.213,443,443,true,YYZ,North America,Toronto,255,5.52
141.147.66.129,443,443,true,FRA,Europe,Frankfurt,173,5.51
132.145.121.247,2086,2086,false,LAX,North America,Los Angeles,196,5.51
131.186.43.107,8443,8443,true,LAX,North America,Los Angeles,254,5.49
158.101.155.115,2096,2096,true,HKG,Asia Pacific,Hong Kong,155,5.49
138.3.212.144,8443,8443,true,HKG,Asia Pacific,Hong Kong,195,5.48
151.145.74.56,2086,2086,false,SIN,Asia Pacific,Singapore,200,5.48
131.186.63.127,2086,2086,false,SIN,Asia Pacific,Singapore,169,5.48
141.147.189.242,2053,2053,true,HKG,Asia Pacific,Hong Kong,181,5.48
141.147.178.135,8880,8880,false,HKG,Asia Pacific,Hong Kong,149,5.48
141.147.78.30,443,443,true,FRA,Europe,Frankfurt,193,5.46
131.186.38.135,2053,2053,true,SIN,Asia Pacific,Singapore,229,5.46
